MapSizeX,4096
MapSizeZ,4096
WaterLevel,0
2608,1336,164.06
2616,1336,164.02
2624,1336,163.99
2632,1336,163.94
2640,1336,163.89
2648,1336,163.83
2656,1336,163.79
2664,1336,163.74
2672,1336,163.70
2680,1336,163.67
2688,1336,163.64
2696,1336,163.60
2704,1336,163.60
2712,1336,163.59
2720,1336,163.60
2728,1336,163.64
2736,1336,163.65
2744,1336,163.70
2752,1336,163.73
2760,1336,163.76
2768,1336,163.79
2776,1336,163.80
2784,1336,163.82
2792,1336,163.83
2800,1336,163.85
2808,1336,163.85
2816,1336,163.85
2824,1336,163.82
2832,1336,163.80
2840,1336,163.76
2848,1336,163.74
2856,1336,163.71
2864,1336,163.71
2872,1336,163.71
2880,1336,163.74
2888,1336,163.76
2896,1336,163.77
2904,1336,163.79
2912,1336,163.80
2920,1336,163.80
2928,1336,163.79
2936,1336,163.79
2944,1336,163.77
2952,1336,163.76
2960,1336,163.74
2968,1336,163.74
2976,1336,163.76
2984,1336,163.76
2992,1336,163.77
3000,1336,163.77
3008,1336,163.77
3016,1336,163.77
3024,1336,163.77
3032,1336,163.77
3040,1336,163.79
3048,1336,163.79
3056,1336,163.82
3064,1336,163.83
3072,1336,163.86
3080,1336,163.91
3088,1336,163.96
3096,1336,164.02
3104,1336,164.08
3112,1336,164.14
3120,1336,164.18
3128,1336,164.22
3136,1336,164.25
3144,1336,164.26
3152,1336,164.26
3160,1336,164.25
3168,1336,164.23
3176,1336,164.22
3184,1336,164.17
3192,1336,164.14
3200,1336,164.09
3208,1336,164.05
3216,1336,164.00
3224,1336,163.96
3232,1336,163.91
3240,1336,163.88
3248,1336,163.85
3256,1336,163.83
3264,1336,163.82
3272,1336,163.79
3280,1336,163.79
3288,1336,163.77
3296,1336,163.77
3304,1336,163.79
3312,1336,163.79
3320,1336,163.80
3328,1336,163.83
3336,1336,163.86
3344,1336,163.89
3352,1336,163.94
3360,1336,163.97
3368,1336,164.02
3376,1336,164.05
3384,1336,164.08
3392,1336,164.09
3400,1336,164.11
3408,1336,164.11
3416,1336,164.11
3424,1336,164.09
3432,1336,164.08
3440,1336,164.06
3448,1336,164.05
3456,1336,164.03
3464,1336,164.02
3472,1336,164.00
3480,1336,163.99
3488,1336,163.97
3496,1336,163.96
3504,1336,163.94
3512,1336,163.93
3520,1336,163.91
3528,1336,163.89
3536,1336,163.88
3544,1336,163.88
3552,1336,163.88
3560,1336,163.89
3568,1336,163.91
3576,1336,163.91
3584,1336,163.93
3592,1336,163.93
3600,1336,163.93
3608,1336,163.94
3616,1336,163.94
3624,1336,163.94
3632,1336,163.94
3640,1336,163.94
3648,1336,163.94
3656,1336,163.96
3664,1336,163.96
3672,1336,163.96
3680,1336,163.97
3688,1336,163.97
3696,1336,163.97
3704,1336,163.97
3712,1336,163.97
3720,1336,163.96
3728,1336,163.94
3736,1336,163.93
3744,1336,163.91
3752,1336,163.91
3760,1336,163.88
3768,1336,163.86
3776,1336,163.83
3784,1336,163.80
3792,1336,163.76
3800,1336,163.73
3808,1336,163.68
3816,1336,163.64
3824,1336,163.60
3832,1336,163.57
3840,1336,163.54
3848,1336,163.51
3856,1336,163.50
3864,1336,163.48
3872,1336,163.45
3880,1336,163.44
3888,1336,163.42
3896,1336,163.39
3904,1336,163.39
3912,1336,163.38
3920,1336,163.38
3928,1336,163.39
3936,1336,163.42
3944,1336,163.45
3952,1336,163.48
3960,1336,163.53
3968,1336,163.57
3976,1336,163.62
3984,1336,163.67
3992,1336,163.71
4000,1336,163.76
4008,1336,163.79
4016,1336,163.82
4024,1336,163.82
4032,1336,163.82
4040,1336,163.77
4048,1336,163.65
4056,1336,163.44
4064,1336,163.09
4072,1336,162.58
4080,1336,161.97
4088,1336,161.32
0,1344,163.73
8,1344,163.73
16,1344,163.73
24,1344,163.73
32,1344,163.73
40,1344,163.73
48,1344,163.73
56,1344,163.73
64,1344,163.73
72,1344,163.74
80,1344,163.74
88,1344,163.76
96,1344,163.76
104,1344,163.77
112,1344,163.80
120,1344,163.82
128,1344,163.85
136,1344,163.88
144,1344,163.91
152,1344,163.94
160,1344,163.97
168,1344,163.99
176,1344,164.00
184,1344,164.02
192,1344,164.02
200,1344,164.02
208,1344,164.02
216,1344,164.00
224,1344,164.00
232,1344,164.00
240,1344,163.99
248,1344,163.99
256,1344,163.99
264,1344,163.97
272,1344,163.97
280,1344,163.97
288,1344,163.97
296,1344,163.97
304,1344,163.97
312,1344,163.99
320,1344,164.00
328,1344,164.02
336,1344,164.02
344,1344,164.02
352,1344,164.02
360,1344,163.99
368,1344,163.96
376,1344,163.94
384,1344,163.91
392,1344,163.89
400,1344,163.88
408,1344,163.88
416,1344,163.88
424,1344,163.88
432,1344,163.88
440,1344,163.88
448,1344,163.86
456,1344,163.86
464,1344,163.85
472,1344,163.83
480,1344,163.80
488,1344,163.79
496,1344,163.76
504,1344,163.74
512,1344,163.71
520,1344,163.70
528,1344,163.70
536,1344,163.68
544,1344,163.68
552,1344,163.68
560,1344,163.70
568,1344,163.70
576,1344,163.73
584,1344,163.74
592,1344,163.77
600,1344,163.82
608,1344,163.86
616,1344,163.89
624,1344,163.93
632,1344,163.96
640,1344,163.97
648,1344,163.97
656,1344,163.97
664,1344,163.94
672,1344,163.91
680,1344,163.88
688,1344,163.83
696,1344,163.80
704,1344,163.77
712,1344,163.74
720,1344,163.74
728,1344,163.74
736,1344,163.74
744,1344,163.77
752,1344,163.79
760,1344,163.82
768,1344,163.83
776,1344,163.86
784,1344,163.88
792,1344,163.89
800,1344,163.89
808,1344,163.91
816,1344,163.91
824,1344,163.91
832,1344,163.93
840,1344,163.93
848,1344,163.94
856,1344,163.96
864,1344,163.99
872,1344,164.00
880,1344,164.03
888,1344,164.05
896,1344,164.08
904,1344,164.09
912,1344,164.11
920,1344,164.12
928,1344,164.14
936,1344,164.14
944,1344,164.14
952,1344,164.14
960,1344,164.12
968,1344,164.12
976,1344,164.11
984,1344,164.09
992,1344,164.09
1000,1344,164.08
1008,1344,164.06
1016,1344,164.06
1024,1344,164.05
1032,1344,164.03
1040,1344,164.03
1048,1344,164.02
1056,1344,164.00
1064,1344,164.00
1072,1344,163.99
1080,1344,163.97
1088,1344,163.97
1096,1344,163.97
1104,1344,163.99
1112,1344,163.99
1120,1344,164.00
1128,1344,164.00
1136,1344,164.00
1144,1344,164.02
1152,1344,164.02
1160,1344,164.03
1168,1344,164.03
1176,1344,164.05
1184,1344,164.05
1192,1344,164.05
1200,1344,164.05
1208,1344,164.03
1216,1344,164.02
1224,1344,163.99
1232,1344,163.96
1240,1344,163.93
1248,1344,163.88
1256,1344,163.83
1264,1344,163.79
1272,1344,163.76
1280,1344,163.71
1288,1344,163.65
1296,1344,163.59
1304,1344,163.50
1312,1344,163.33
1320,1344,163.10
1328,1344,162.78
1336,1344,162.37
1344,1344,161.93
1352,1344,161.48
1360,1344,161.07
1368,1344,160.90
1376,1344,161.03
1384,1344,161.35
1392,1344,161.58
1400,1344,160.74
1408,1344,161.00
1416,1344,169.01
1424,1344,181.15
1432,1344,194.40
1440,1344,213.91
1448,1344,227.54
1456,1344,230.41
1464,1344,235.06
1472,1344,241.26
1480,1344,248.52
1488,1344,253.72
1496,1344,255.63
1504,1344,257.93
1512,1344,259.41
1520,1344,260.27
1528,1344,261.28
1536,1344,262.15
1544,1344,262.91
1552,1344,263.46
1560,1344,263.76
1568,1344,263.87
1576,1344,263.81
1584,1344,263.69
1592,1344,263.52
1600,1344,263.34
1608,1344,263.15
1616,1344,263.00
1624,1344,262.86
1632,1344,262.76
1640,1344,262.65
1648,1344,262.59
1656,1344,262.53
1664,1344,262.47
1672,1344,262.44
1680,1344,262.41
1688,1344,262.37
1696,1344,262.36
1704,1344,262.33
1712,1344,262.31
1720,1344,262.31
1728,1344,262.31
1736,1344,262.31
1744,1344,262.31
1752,1344,262.31
1760,1344,262.31
1768,1344,262.31
1776,1344,262.31
1784,1344,262.31
1792,1344,262.30
1800,1344,262.30
1808,1344,262.28
1816,1344,262.27
1824,1344,262.25
1832,1344,262.25
1840,1344,262.25
1848,1344,262.27
1856,1344,262.31
1864,1344,262.37
1872,1344,262.44
1880,1344,262.51
1888,1344,262.56
1896,1344,262.59
1904,1344,262.60
1912,1344,262.60
1920,1344,262.56
1928,1344,262.48
1936,1344,262.36
1944,1344,262.16
1952,1344,261.89
1960,1344,261.55
1968,1344,261.14
1976,1344,260.67
1984,1344,260.18
1992,1344,259.66
2000,1344,259.08
2008,1344,258.39
2016,1344,257.60
2024,1344,256.61
2032,1344,255.43
2040,1344,254.43
2048,1344,253.07
2056,1344,251.24
2064,1344,249.28
2072,1344,246.93
2080,1344,244.13
2088,1344,240.80
2096,1344,237.63
2104,1344,234.68
2112,1344,231.67
2120,1344,228.13
2128,1344,223.60
2136,1344,218.54
2144,1344,213.44
2152,1344,208.22
2160,1344,202.42
2168,1344,196.33
2176,1344,190.87
2184,1344,186.49
2192,1344,183.70
2200,1344,181.21
2208,1344,178.71
2216,1344,176.39
2224,1344,174.45
2232,1344,172.61
2240,1344,170.76
2248,1344,168.91
2256,1344,167.47
2264,1344,166.44
2272,1344,165.56
2280,1344,164.89
2288,1344,164.43
2296,1344,164.14
2304,1344,163.97
2312,1344,163.88
2320,1344,163.83
2328,1344,163.82
2336,1344,163.80
2344,1344,163.82
2352,1344,163.83
2360,1344,163.85
2368,1344,163.86
2376,1344,163.88
2384,1344,163.88
2392,1344,163.86
2400,1344,163.85
2408,1344,163.82
2416,1344,163.79
2424,1344,163.77
2432,1344,163.77
2440,1344,163.77
2448,1344,163.79
2456,1344,163.82
2464,1344,163.86
2472,1344,163.91
2480,1344,163.96
2488,1344,164.02
2496,1344,164.06
2504,1344,164.12
2512,1344,164.15
2520,1344,164.20
2528,1344,164.22
2536,1344,164.23
2544,1344,164.23
2552,1344,164.22
2560,1344,164.18
2568,1344,164.17
2576,1344,164.14
2584,1344,164.09
2592,1344,164.06
2600,1344,164.03
2608,1344,164.00
2616,1344,163.97
2624,1344,163.93
2632,1344,163.88
2640,1344,163.85
2648,1344,163.80
2656,1344,163.76
2664,1344,163.71
2672,1344,163.68
2680,1344,163.64
2688,1344,163.60
2696,1344,163.57
2704,1344,163.56
2712,1344,163.56
2720,1344,163.56
2728,1344,163.59
2736,1344,163.60
2744,1344,163.64
2752,1344,163.65
2760,1344,163.68
2768,1344,163.70
2776,1344,163.71
2784,1344,163.73
2792,1344,163.74
2800,1344,163.74
2808,1344,163.76
2816,1344,163.76
2824,1344,163.74
2832,1344,163.73
2840,1344,163.70
2848,1344,163.68
2856,1344,163.67
2864,1344,163.67
2872,1344,163.68
2880,1344,163.70
2888,1344,163.73
2896,1344,163.76
2904,1344,163.77
2912,1344,163.79
2920,1344,163.79
2928,1344,163.79
2936,1344,163.77
2944,1344,163.77
2952,1344,163.76
2960,1344,163.74
2968,1344,163.74
2976,1344,163.74
2984,1344,163.74
2992,1344,163.74
3000,1344,163.76
3008,1344,163.76
3016,1344,163.76
3024,1344,163.76
3032,1344,163.77
3040,1344,163.77
3048,1344,163.79
3056,1344,163.80
3064,1344,163.83
3072,1344,163.86
3080,1344,163.91
3088,1344,163.96
3096,1344,164.00
3104,1344,164.06
3112,1344,164.12
3120,1344,164.17
3128,1344,164.20
3136,1344,164.23
3144,1344,164.25
3152,1344,164.25
3160,1344,164.25
3168,1344,164.23
3176,1344,164.20
3184,1344,164.17
3192,1344,164.14
3200,1344,164.09
3208,1344,164.05
3216,1344,164.00
3224,1344,163.97
3232,1344,163.93
3240,1344,163.89
3248,1344,163.86
3256,1344,163.83
3264,1344,163.82
3272,1344,163.80
3280,1344,163.79
3288,1344,163.79
3296,1344,163.79
3304,1344,163.79
3312,1344,163.80
3320,1344,163.82
3328,1344,163.85
3336,1344,163.88
3344,1344,163.91
3352,1344,163.94
3360,1344,163.99
3368,1344,164.03
3376,1344,164.06
3384,1344,164.09
3392,1344,164.11
3400,1344,164.12
3408,1344,164.12
3416,1344,164.12
3424,1344,164.11
3432,1344,164.09
3440,1344,164.06
3448,1344,164.05
3456,1344,164.03
3464,1344,164.00
3472,1344,163.99
3480,1344,163.96
3488,1344,163.94
3496,1344,163.93
3504,1344,163.89
3512,1344,163.88
3520,1344,163.86
3528,1344,163.85
3536,1344,163.85
3544,1344,163.85
3552,1344,163.86
3560,1344,163.88
3568,1344,163.89
3576,1344,163.91
3584,1344,163.93
3592,1344,163.94
3600,1344,163.94
3608,1344,163.96
3616,1344,163.96
3624,1344,163.94
3632,1344,163.94
3640,1344,163.94
3648,1344,163.94
3656,1344,163.93
3664,1344,163.93
3672,1344,163.93
3680,1344,163.93
3688,1344,163.93
3696,1344,163.94
3704,1344,163.94
3712,1344,163.93
3720,1344,163.93
3728,1344,163.93
3736,1344,163.91
3744,1344,163.91
3752,1344,163.89
3760,1344,163.88
3768,1344,163.86
3776,1344,163.83
3784,1344,163.82
3792,1344,163.79
3800,1344,163.76
3808,1344,163.71
3816,1344,163.68
3824,1344,163.65
3832,1344,163.62
3840,1344,163.60
3848,1344,163.57
3856,1344,163.56
3864,1344,163.53
3872,1344,163.50
3880,1344,163.48
3888,1344,163.45
3896,1344,163.42
3904,1344,163.41
3912,1344,163.39
3920,1344,163.39
3928,1344,163.39
3936,1344,163.42
3944,1344,163.44
3952,1344,163.48
3960,1344,163.51
3968,1344,163.56
3976,1344,163.60
3984,1344,163.65
3992,1344,163.70
4000,1344,163.74
4008,1344,163.77
4016,1344,163.79
4024,1344,163.80
4032,1344,163.79
4040,1344,163.74
4048,1344,163.65
4056,1344,163.44
4064,1344,163.07
4072,1344,162.54
4080,1344,161.88
4088,1344,161.18
0,1352,163.67
8,1352,163.68
16,1352,163.68
24,1352,163.68
32,1352,163.68
40,1352,163.68
48,1352,163.68
56,1352,163.68
64,1352,163.68
72,1352,163.70
80,1352,163.70
88,1352,163.71
96,1352,163.73
104,1352,163.74
112,1352,163.76
120,1352,163.79
128,1352,163.82
136,1352,163.85
144,1352,163.89
152,1352,163.93
160,1352,163.96
168,1352,163.99
176,1352,164.02
184,1352,164.03
192,1352,164.03
200,1352,164.05
208,1352,164.03
216,1352,164.03
224,1352,164.02
232,1352,164.02
240,1352,164.00
248,1352,163.99
256,1352,163.97
264,1352,163.97
272,1352,163.96
280,1352,163.96
288,1352,163.96
296,1352,163.96
304,1352,163.97
312,1352,163.99
320,1352,164.00
328,1352,164.02
336,1352,164.02
344,1352,164.02
352,1352,164.02
360,1352,163.99
368,1352,163.96
376,1352,163.93
384,1352,163.91
392,1352,163.89
400,1352,163.88
408,1352,163.88
416,1352,163.88
424,1352,163.88
432,1352,163.86
440,1352,163.86
448,1352,163.86
456,1352,163.85
464,1352,163.83
472,1352,163.82
480,1352,163.80
488,1352,163.77
496,1352,163.76
504,1352,163.74
512,1352,163.73
520,1352,163.73
528,1352,163.71
536,1352,163.71
544,1352,163.71
552,1352,163.71
560,1352,163.71
568,1352,163.73
576,1352,163.74
584,1352,163.76
592,1352,163.77
600,1352,163.82
608,1352,163.85
616,1352,163.88
624,1352,163.91
632,1352,163.93
640,1352,163.94
648,1352,163.94
656,1352,163.93
664,1352,163.91
672,1352,163.86
680,1352,163.83
688,1352,163.79
696,1352,163.76
704,1352,163.73
712,1352,163.71
720,1352,163.70
728,1352,163.71
736,1352,163.73
744,1352,163.74
752,1352,163.77
760,1352,163.79
768,1352,163.82
776,1352,163.85
784,1352,163.86
792,1352,163.88
800,1352,163.89
808,1352,163.91
816,1352,163.91
824,1352,163.93
832,1352,163.93
840,1352,163.94
848,1352,163.96
856,1352,163.97
864,1352,163.99
872,1352,164.02
880,1352,164.03
888,1352,164.06
896,1352,164.08
904,1352,164.09
912,1352,164.11
920,1352,164.11
928,1352,164.12
936,1352,164.12
944,1352,164.12
952,1352,164.11
960,1352,164.11
968,1352,164.09
976,1352,164.08
984,1352,164.06
992,1352,164.05
1000,1352,164.03
1008,1352,164.02
1016,1352,164.02
1024,1352,164.00
1032,1352,164.00
1040,1352,164.00
1048,1352,163.99
1056,1352,163.99
1064,1352,163.97
1072,1352,163.97
1080,1352,163.97
1088,1352,163.97
1096,1352,163.99
1104,1352,163.99
1112,1352,164.00
1120,1352,164.02
1128,1352,164.02
1136,1352,164.02
1144,1352,164.03
1152,1352,164.03
1160,1352,164.03
1168,1352,164.03
1176,1352,164.03
1184,1352,164.03
1192,1352,164.03
1200,1352,164.03
1208,1352,164.02
1216,1352,163.99
1224,1352,163.96
1232,1352,163.93
1240,1352,163.89
1248,1352,163.85
1256,1352,163.80
1264,1352,163.76
1272,1352,163.71
1280,1352,163.67
1288,1352,163.60
1296,1352,163.54
1304,1352,163.44
1312,1352,163.28
1320,1352,163.06
1328,1352,162.75
1336,1352,162.35
1344,1352,161.91
1352,1352,161.47
1360,1352,161.42
1368,1352,161.41
1376,1352,160.93
1384,1352,161.01
1392,1352,161.33
1400,1352,161.25
1408,1352,160.37
1416,1352,160.83
1424,1352,170.09
1432,1352,187.33
1440,1352,203.99
1448,1352,218.23
1456,1352,224.11
1464,1352,231.28
1472,1352,241.30
1480,1352,250.15
1488,1352,254.39
1496,1352,254.71
1504,1352,255.77
1512,1352,257.52
1520,1352,259.22
1528,1352,260.60
1536,1352,261.86
1544,1352,262.88
1552,1352,263.61
1560,1352,264.02
1568,1352,264.18
1576,1352,264.14
1584,1352,263.99
1592,1352,263.78
1600,1352,263.55
1608,1352,263.34
1616,1352,263.12
1624,1352,262.92
1632,1352,262.77
1640,1352,262.65
1648,1352,262.56
1656,1352,262.48
1664,1352,262.44
1672,1352,262.39
1680,1352,262.36
1688,1352,262.33
1696,1352,262.31
1704,1352,262.30
1712,1352,262.30
1720,1352,262.30
1728,1352,262.30
1736,1352,262.30
1744,1352,262.31
1752,1352,262.31
1760,1352,262.31
1768,1352,262.33
1776,1352,262.33
1784,1352,262.31
1792,1352,262.31
1800,1352,262.28
1808,1352,262.27
1816,1352,262.25
1824,1352,262.24
1832,1352,262.24
1840,1352,262.24
1848,1352,262.25
1856,1352,262.28
1864,1352,262.34
1872,1352,262.42
1880,1352,262.48
1888,1352,262.54
1896,1352,262.59
1904,1352,262.62
1912,1352,262.62
1920,1352,262.59
1928,1352,262.53
1936,1352,262.42
1944,1352,262.24
1952,1352,261.99
1960,1352,261.67
1968,1352,261.28
1976,1352,260.85
1984,1352,260.38
1992,1352,259.86
2000,1352,259.28
2008,1352,258.64
2016,1352,257.87
2024,1352,256.93
2032,1352,255.86
2040,1352,255.02
2048,1352,253.63
2056,1352,251.85
2064,1352,250.06
2072,1352,247.92
2080,1352,244.69
2088,1352,241.12
2096,1352,237.47
2104,1352,234.10
2112,1352,230.90
2120,1352,227.20
2128,1352,222.72
2136,1352,217.27
2144,1352,212.01
2152,1352,206.76
2160,1352,200.87
2168,1352,195.21
2176,1352,189.97
2184,1352,185.33
2192,1352,182.54
2200,1352,180.27
2208,1352,178.02
2216,1352,175.96
2224,1352,174.03
2232,1352,172.21
2240,1352,170.35
2248,1352,168.61
2256,1352,167.39
2264,1352,166.41
2272,1352,165.56
2280,1352,164.92
2288,1352,164.47
2296,1352,164.18
2304,1352,164.03
2312,1352,163.93
2320,1352,163.88
2328,1352,163.85
2336,1352,163.83
2344,1352,163.85
2352,1352,163.86
2360,1352,163.88
2368,1352,163.89
2376,1352,163.91
2384,1352,163.91
2392,1352,163.89
2400,1352,163.86
2408,1352,163.83
2416,1352,163.80
2424,1352,163.77
2432,1352,163.76
2440,1352,163.76
2448,1352,163.76
2456,1352,163.79
2464,1352,163.82
2472,1352,163.86
2480,1352,163.91
2488,1352,163.96
2496,1352,164.02
2504,1352,164.06
2512,1352,164.09
2520,1352,164.12
2528,1352,164.14
2536,1352,164.14
2544,1352,164.14
2552,1352,164.11
2560,1352,164.09
2568,1352,164.06
2576,1352,164.03
2584,1352,163.99
2592,1352,163.97
2600,1352,163.94
2608,1352,163.91
2616,1352,163.88
2624,1352,163.86
2632,1352,163.82
2640,1352,163.80
2648,1352,163.76
2656,1352,163.73
2664,1352,163.68
2672,1352,163.64
2680,1352,163.60
2688,1352,163.57
2696,1352,163.54
2704,1352,163.51
2712,1352,163.51
2720,1352,163.50
2728,1352,163.51
2736,1352,163.54
2744,1352,163.56
2752,1352,163.57
2760,1352,163.59
2768,1352,163.60
2776,1352,163.60
2784,1352,163.62
2792,1352,163.62
2800,1352,163.64
2808,1352,163.64
2816,1352,163.65
2824,1352,163.64
2832,1352,163.62
2840,1352,163.60
2848,1352,163.57
2856,1352,163.57
2864,1352,163.59
2872,1352,163.60
2880,1352,163.64
2888,1352,163.68
2896,1352,163.71
2904,1352,163.74
2912,1352,163.76
2920,1352,163.77
2928,1352,163.77
2936,1352,163.77
2944,1352,163.76
2952,1352,163.76
2960,1352,163.74
2968,1352,163.74
2976,1352,163.74
2984,1352,163.74
2992,1352,163.74
3000,1352,163.74
3008,1352,163.74
3016,1352,163.74
3024,1352,163.76
3032,1352,163.76
3040,1352,163.77
3048,1352,163.79
3056,1352,163.80
3064,1352,163.83
3072,1352,163.85
3080,1352,163.89
3088,1352,163.94
3096,1352,163.99
3104,1352,164.03
3112,1352,164.09
3120,1352,164.14
3128,1352,164.17
3136,1352,164.20
3144,1352,164.22
3152,1352,164.23
3160,1352,164.23
3168,1352,164.22
3176,1352,164.20
3184,1352,164.17
3192,1352,164.14
3200,1352,164.09
3208,1352,164.05
3216,1352,164.02
3224,1352,163.97
3232,1352,163.94
3240,1352,163.91
3248,1352,163.88
3256,1352,163.86
3264,1352,163.83
3272,1352,163.82
3280,1352,163.80
3288,1352,163.80
3296,1352,163.80
3304,1352,163.80
3312,1352,163.82
3320,1352,163.83
3328,1352,163.86
3336,1352,163.88
3344,1352,163.93
3352,1352,163.96
3360,1352,164.00
3368,1352,164.03
3376,1352,164.06
3384,1352,164.09
3392,1352,164.12
3400,1352,164.12
3408,1352,164.14
3416,1352,164.12
3424,1352,164.11
3432,1352,164.09
3440,1352,164.08
3448,1352,164.05
3456,1352,164.02
3464,1352,164.00
3472,1352,163.97
3480,1352,163.94
3488,1352,163.91
3496,1352,163.88
3504,1352,163.85
3512,1352,163.83
3520,1352,163.82
3528,1352,163.80
3536,1352,163.80
3544,1352,163.82
3552,1352,163.85
3560,1352,163.86
3568,1352,163.89
3576,1352,163.91
3584,1352,163.94
3592,1352,163.96
3600,1352,163.97
3608,1352,163.97
3616,1352,163.97
3624,1352,163.97
3632,1352,163.96
3640,1352,163.94
3648,1352,163.94
3656,1352,163.93
3664,1352,163.91
3672,1352,163.91
3680,1352,163.91
3688,1352,163.89
3696,1352,163.89
3704,1352,163.89
3712,1352,163.89
3720,1352,163.89
3728,1352,163.91
3736,1352,163.91
3744,1352,163.89
3752,1352,163.89
3760,1352,163.89
3768,1352,163.88
3776,1352,163.85
3784,1352,163.83
3792,1352,163.80
3800,1352,163.79
3808,1352,163.76
3816,1352,163.73
3824,1352,163.71
3832,1352,163.70
3840,1352,163.67
3848,1352,163.65
3856,1352,163.62
3864,1352,163.60
3872,1352,163.57
3880,1352,163.53
3888,1352,163.50
3896,1352,163.47
3904,1352,163.44
3912,1352,163.41
3920,1352,163.41
3928,1352,163.41
3936,1352,163.42
3944,1352,163.45
3952,1352,163.48
3960,1352,163.53
3968,1352,163.56
3976,1352,163.60
3984,1352,163.65
3992,1352,163.68
4000,1352,163.71
4008,1352,163.74
4016,1352,163.77
4024,1352,163.79
4032,1352,163.77
4040,1352,163.74
4048,1352,163.65
4056,1352,163.45
4064,1352,163.12
4072,1352,162.60
4080,1352,161.93
4088,1352,161.19
0,1360,163.62
8,1360,163.62
16,1360,163.62
24,1360,163.62
32,1360,163.62
40,1360,163.62
48,1360,163.62
56,1360,163.64
64,1360,163.64
72,1360,163.64
80,1360,163.65
88,1360,163.67
96,1360,163.68
104,1360,163.70
112,1360,163.73
120,1360,163.76
128,1360,163.79
136,1360,163.82
144,1360,163.86
152,1360,163.91
160,1360,163.96
168,1360,163.99
176,1360,164.02
184,1360,164.05
192,1360,164.06
200,1360,164.08
208,1360,164.06
216,1360,164.06
224,1360,164.05
232,1360,164.03
240,1360,164.02
248,1360,164.00
256,1360,163.99
264,1360,163.97
272,1360,163.96
280,1360,163.96
288,1360,163.96
296,1360,163.96
304,1360,163.97
312,1360,163.99
320,1360,163.99
328,1360,164.02
336,1360,164.02
344,1360,164.02
352,1360,164.00
360,1360,163.97
368,1360,163.94
376,1360,163.93
384,1360,163.89
392,1360,163.88
400,1360,163.88
408,1360,163.86
416,1360,163.86
424,1360,163.86
432,1360,163.86
440,1360,163.85
448,1360,163.85
456,1360,163.83
464,1360,163.82
472,1360,163.80
480,1360,163.79
488,1360,163.79
496,1360,163.77
504,1360,163.76
512,1360,163.76
520,1360,163.76
528,1360,163.76
536,1360,163.76
544,1360,163.76
552,1360,163.76
560,1360,163.76
568,1360,163.76
576,1360,163.76
584,1360,163.76
592,1360,163.79
600,1360,163.80
608,1360,163.83
616,1360,163.86
624,1360,163.88
632,1360,163.89
640,1360,163.91
648,1360,163.91
656,1360,163.88
664,1360,163.86
672,1360,163.82
680,1360,163.79
688,1360,163.74
696,1360,163.71
704,1360,163.68
712,1360,163.67
720,1360,163.67
728,1360,163.67
736,1360,163.70
744,1360,163.71
752,1360,163.74
760,1360,163.77
768,1360,163.80
776,1360,163.83
784,1360,163.85
792,1360,163.86
800,1360,163.88
808,1360,163.89
816,1360,163.91
824,1360,163.91
832,1360,163.93
840,1360,163.94
848,1360,163.96
856,1360,163.99
864,1360,164.00
872,1360,164.02
880,1360,164.03
888,1360,164.05
896,1360,164.06
904,1360,164.08
912,1360,164.09
920,1360,164.09
928,1360,164.09
936,1360,164.09
944,1360,164.09
952,1360,164.08
960,1360,164.06
968,1360,164.05
976,1360,164.03
984,1360,164.02
992,1360,164.00
1000,1360,163.99
1008,1360,163.97
1016,1360,163.97
1024,1360,163.97
1032,1360,163.96
1040,1360,163.96
1048,1360,163.96
1056,1360,163.96
1064,1360,163.96
1072,1360,163.96
1080,1360,163.97
1088,1360,163.97
1096,1360,163.99
1104,1360,164.00
1112,1360,164.00
1120,1360,164.02
1128,1360,164.03
1136,1360,164.03
1144,1360,164.03
1152,1360,164.03
1160,1360,164.03
1168,1360,164.03
1176,1360,164.02
1184,1360,164.02
1192,1360,164.02
1200,1360,164.00
1208,1360,163.99
1216,1360,163.96
1224,1360,163.93
1232,1360,163.89
1240,1360,163.85
1248,1360,163.80
1256,1360,163.76
1264,1360,163.73
1272,1360,163.67
1280,1360,163.62
1288,1360,163.56
1296,1360,163.48
1304,1360,163.38
1312,1360,163.24
1320,1360,163.01
1328,1360,162.69
1336,1360,162.32
1344,1360,162.00
1352,1360,161.44
1360,1360,161.50
1368,1360,161.16
1376,1360,160.64
1384,1360,160.68
1392,1360,160.96
1400,1360,161.21
1408,1360,160.89
1416,1360,159.65
1424,1360,160.05
1432,1360,171.05
1440,1360,190.31
1448,1360,207.86
1456,1360,216.89
1464,1360,225.69
1472,1360,241.53
1480,1360,249.80
1488,1360,253.59
1496,1360,254.01
1504,1360,254.44
1512,1360,255.69
1520,1360,257.61
1528,1360,259.87
1536,1360,261.90
1544,1360,263.26
1552,1360,264.01
1560,1360,264.45
1568,1360,264.65
1576,1360,264.62
1584,1360,264.43
1592,1360,264.18
1600,1360,263.87
1608,1360,263.57
1616,1360,263.28
1624,1360,263.03
1632,1360,262.83
1640,1360,262.66
1648,1360,262.56
1656,1360,262.47
1664,1360,262.41
1672,1360,262.36
1680,1360,262.33
1688,1360,262.30
1696,1360,262.28
1704,1360,262.27
1712,1360,262.27
1720,1360,262.28
1728,1360,262.28
1736,1360,262.30
1744,1360,262.31
1752,1360,262.31
1760,1360,262.33
1768,1360,262.33
1776,1360,262.33
1784,1360,262.31
