MapSizeX,3072
MapSizeZ,4096
WaterLevel,0
144,440,245.09
152,440,245.09
160,440,245.09
168,440,245.09
176,440,245.09
184,440,245.09
192,440,245.09
200,440,245.09
208,440,245.09
216,440,245.09
224,440,245.09
232,440,245.09
240,440,245.09
248,440,245.09
256,440,245.09
264,440,245.09
272,440,245.09
280,440,245.09
288,440,245.09
296,440,245.09
304,440,245.09
312,440,245.09
320,440,245.09
328,440,245.09
336,440,245.09
344,440,245.09
352,440,245.05
360,440,245.05
368,440,245.05
376,440,245.01
384,440,244.96
392,440,244.96
400,440,244.92
408,440,244.88
416,440,244.88
424,440,244.88
432,440,244.88
440,440,244.92
448,440,244.96
456,440,245.01
464,440,245.05
472,440,245.05
480,440,245.05
488,440,245.05
496,440,245.09
504,440,245.09
512,440,245.09
520,440,245.09
528,440,245.09
536,440,245.09
544,440,245.09
552,440,245.09
560,440,245.09
568,440,245.09
576,440,245.09
584,440,245.09
592,440,245.09
600,440,245.09
608,440,245.09
616,440,245.09
624,440,245.09
632,440,245.09
640,440,245.09
648,440,245.09
656,440,245.09
664,440,245.09
672,440,245.09
680,440,245.09
688,440,245.09
696,440,245.09
704,440,245.09
712,440,245.13
720,440,245.09
728,440,245.09
736,440,245.09
744,440,245.09
752,440,245.09
760,440,245.09
768,440,245.09
776,440,245.09
784,440,245.09
792,440,245.09
800,440,245.09
808,440,245.09
816,440,245.09
824,440,245.09
832,440,245.09
840,440,245.09
848,440,245.09
856,440,245.09
864,440,245.09
872,440,245.09
880,440,245.09
888,440,245.09
896,440,245.09
904,440,245.09
912,440,245.09
920,440,245.09
928,440,245.09
936,440,245.09
944,440,245.09
952,440,245.09
960,440,245.09
968,440,245.09
976,440,245.09
984,440,245.09
992,440,245.09
1000,440,245.09
1008,440,245.09
1016,440,245.09
1024,440,245.13
1032,440,245.13
1040,440,245.13
1048,440,245.13
1056,440,245.13
1064,440,245.13
1072,440,245.13
1080,440,245.13
1088,440,245.13
1096,440,245.13
1104,440,245.13
1112,440,245.13
1120,440,245.13
1128,440,245.13
1136,440,245.13
1144,440,245.13
1152,440,245.13
1160,440,245.13
1168,440,245.17
1176,440,245.17
1184,440,245.17
1192,440,245.21
1200,440,245.29
1208,440,245.34
1216,440,245.38
1224,440,245.46
1232,440,245.54
1240,440,245.58
1248,440,245.62
1256,440,245.71
1264,440,245.75
1272,440,245.79
1280,440,245.87
1288,440,245.91
1296,440,245.99
1304,440,246.07
1312,440,246.24
1320,440,246.32
1328,440,246.32
1336,440,246.40
1344,440,246.48
1352,440,246.56
1360,440,246.69
1368,440,246.81
1376,440,246.93
1384,440,247.02
1392,440,247.14
1400,440,247.26
1408,440,247.39
1416,440,247.55
1424,440,247.68
1432,440,247.84
1440,440,248.00
1448,440,248.16
1456,440,248.33
1464,440,248.53
1472,440,248.70
1480,440,248.90
1488,440,249.07
1496,440,249.27
1504,440,249.44
1512,440,249.60
1520,440,249.77
1528,440,249.93
1536,440,250.05
1544,440,250.17
1552,440,250.34
1560,440,250.50
1568,440,250.58
1576,440,250.67
1584,440,250.62
1592,440,250.50
1600,440,250.30
1608,440,249.97
1616,440,249.56
1624,440,249.15
1632,440,248.70
1640,440,248.33
1648,440,247.96
1656,440,247.55
1664,440,247.26
1672,440,246.97
1680,440,246.69
1688,440,246.44
1696,440,246.24
1704,440,246.07
1712,440,245.91
1720,440,245.75
1728,440,245.62
1736,440,245.54
1744,440,245.46
1752,440,245.42
1760,440,245.34
1768,440,245.29
1776,440,245.25
1784,440,245.25
1792,440,245.21
1800,440,245.17
1808,440,245.17
1816,440,245.17
1824,440,245.13
1832,440,245.13
1840,440,245.13
1848,440,245.13
1856,440,245.09
1864,440,245.09
1872,440,245.09
1880,440,245.09
1888,440,245.09
1896,440,245.09
1904,440,245.09
1912,440,245.09
1920,440,245.09
1928,440,245.09
1936,440,245.09
1944,440,245.09
1952,440,245.09
1960,440,245.09
1968,440,245.09
1976,440,245.09
1984,440,245.09
1992,440,245.09
2000,440,245.09
2008,440,245.09
2016,440,245.09
2024,440,245.09
2032,440,245.09
2040,440,245.09
2048,440,245.09
2056,440,245.09
2064,440,245.09
2072,440,245.09
2080,440,245.09
2088,440,245.09
2096,440,245.09
2104,440,245.09
2112,440,245.09
2120,440,245.09
2128,440,245.09
2136,440,245.13
2144,440,245.09
2152,440,245.09
2160,440,245.09
2168,440,245.09
2176,440,245.09
2184,440,245.09
2192,440,245.09
2200,440,245.09
2208,440,245.09
2216,440,245.09
2224,440,245.09
2232,440,245.09
2240,440,245.09
2248,440,245.09
2256,440,245.09
2264,440,245.09
2272,440,245.09
2280,440,245.09
2288,440,245.09
2296,440,245.09
2304,440,245.09
2312,440,245.09
2320,440,245.09
2328,440,245.09
2336,440,245.09
2344,440,245.09
2352,440,245.09
2360,440,245.09
2368,440,245.09
2376,440,245.09
2384,440,245.09
2392,440,245.09
2400,440,245.09
2408,440,245.09
2416,440,245.09
2424,440,245.09
2432,440,245.09
2440,440,245.05
2448,440,245.05
2456,440,245.01
2464,440,244.88
2472,440,244.72
2480,440,244.51
2488,440,244.27
2496,440,244.02
2504,440,243.82
2512,440,243.74
2520,440,243.70
2528,440,243.74
2536,440,243.86
2544,440,244.07
2552,440,244.31
2560,440,244.59
2568,440,244.80
2576,440,244.92
2584,440,245.01
2592,440,245.05
2600,440,245.05
2608,440,245.09
2616,440,245.09
2624,440,245.09
2632,440,245.09
2640,440,245.09
2648,440,245.09
2656,440,245.09
2664,440,245.09
2672,440,245.09
2680,440,245.09
2688,440,245.09
2696,440,245.09
2704,440,245.09
2712,440,245.09
2720,440,245.09
2728,440,245.09
2736,440,245.09
2744,440,245.09
2752,440,245.09
2760,440,245.09
2768,440,245.05
2776,440,245.05
2784,440,245.05
2792,440,245.01
2800,440,245.01
2808,440,245.01
2816,440,244.96
2824,440,244.92
2832,440,244.92
2840,440,244.96
2848,440,245.01
2856,440,245.01
2864,440,245.05
2872,440,245.05
2880,440,245.09
2888,440,245.09
2896,440,245.09
2904,440,245.09
2912,440,245.09
2920,440,245.09
2928,440,245.09
2936,440,245.09
2944,440,245.09
2952,440,245.09
2960,440,245.09
2968,440,245.09
2976,440,245.09
2984,440,245.09
2992,440,245.09
3000,440,245.09
3008,440,245.09
3016,440,245.09
3024,440,245.09
3032,440,245.09
3040,440,245.09
3048,440,245.09
3056,440,245.09
3064,440,245.09
0,448,245.09
8,448,245.09
16,448,245.09
24,448,245.09
32,448,245.09
40,448,245.09
48,448,245.09
56,448,245.09
64,448,245.09
72,448,245.09
80,448,245.09
88,448,245.09
96,448,245.09
104,448,245.09
112,448,245.09
120,448,245.09
128,448,245.09
136,448,245.09
144,448,245.09
152,448,245.09
160,448,245.09
168,448,245.09
176,448,245.09
184,448,245.09
192,448,245.09
200,448,245.09
208,448,245.09
216,448,245.09
224,448,245.09
232,448,245.09
240,448,245.09
248,448,245.09
256,448,245.09
264,448,245.09
272,448,245.09
280,448,245.09
288,448,245.09
296,448,245.09
304,448,245.09
312,448,245.09
320,448,245.09
328,448,245.09
336,448,245.09
344,448,245.09
352,448,245.09
360,448,245.09
368,448,245.05
376,448,245.05
384,448,245.05
392,448,245.05
400,448,245.05
408,448,245.01
416,448,245.01
424,448,245.01
432,448,245.01
440,448,245.01
448,448,245.05
456,448,245.05
464,448,245.05
472,448,245.05
480,448,245.09
488,448,245.09
496,448,245.09
504,448,245.09
512,448,245.09
520,448,245.09
528,448,245.09
536,448,245.09
544,448,245.09
552,448,245.09
560,448,245.09
568,448,245.09
576,448,245.09
584,448,245.09
592,448,245.09
600,448,245.09
608,448,245.09
616,448,245.09
624,448,245.09
632,448,245.09
640,448,245.09
648,448,245.09
656,448,245.09
664,448,245.09
672,448,245.09
680,448,245.09
688,448,245.09
696,448,245.09
704,448,245.09
712,448,245.09
720,448,245.09
728,448,245.09
736,448,245.09
744,448,245.09
752,448,245.09
760,448,245.09
768,448,245.09
776,448,245.09
784,448,245.09
792,448,245.09
800,448,245.09
808,448,245.09
816,448,245.09
824,448,245.09
832,448,245.09
840,448,245.09
848,448,245.09
856,448,245.09
864,448,245.09
872,448,245.09
880,448,245.09
888,448,245.09
896,448,245.09
904,448,245.09
912,448,245.09
920,448,245.09
928,448,245.09
936,448,245.09
944,448,245.09
952,448,245.09
960,448,245.09
968,448,245.09
976,448,245.09
984,448,245.09
992,448,245.09
1000,448,245.09
1008,448,245.09
1016,448,245.09
1024,448,245.09
1032,448,245.09
1040,448,245.09
1048,448,245.09
1056,448,245.09
1064,448,245.13
1072,448,245.13
1080,448,245.13
1088,448,245.13
1096,448,245.13
1104,448,245.13
1112,448,245.13
1120,448,245.13
1128,448,245.13
1136,448,245.13
1144,448,245.13
1152,448,245.13
1160,448,245.13
1168,448,245.13
1176,448,245.13
1184,448,245.17
1192,448,245.17
1200,448,245.25
1208,448,245.29
1216,448,245.29
1224,448,245.38
1232,448,245.42
1240,448,245.46
1248,448,245.50
1256,448,245.54
1264,448,245.58
1272,448,245.62
1280,448,245.67
1288,448,245.75
1296,448,245.79
1304,448,245.87
1312,448,245.95
1320,448,245.99
1328,448,246.03
1336,448,246.11
1344,448,246.20
1352,448,246.28
1360,448,246.36
1368,448,246.44
1376,448,246.56
1384,448,246.65
1392,448,246.77
1400,448,246.89
1408,448,246.97
1416,448,247.10
1424,448,247.26
1432,448,247.39
1440,448,247.51
1448,448,247.68
1456,448,247.84
1464,448,247.96
1472,448,248.12
1480,448,248.29
1488,448,248.45
1496,448,248.66
1504,448,248.78
1512,448,248.90
1520,448,249.07
1528,448,249.19
1536,448,249.32
1544,448,249.44
1552,448,249.56
1560,448,249.69
1568,448,249.77
1576,448,249.81
1584,448,249.81
1592,448,249.73
1600,448,249.52
1608,448,249.32
1616,448,248.99
1624,448,248.61
1632,448,248.29
1640,448,247.92
1648,448,247.63
1656,448,247.30
1664,448,247.02
1672,448,246.77
1680,448,246.52
1688,448,246.32
1696,448,246.11
1704,448,245.95
1712,448,245.83
1720,448,245.71
1728,448,245.58
1736,448,245.50
1744,448,245.42
1752,448,245.38
1760,448,245.34
1768,448,245.29
1776,448,245.25
1784,448,245.21
1792,448,245.21
1800,448,245.17
1808,448,245.17
1816,448,245.13
1824,448,245.13
1832,448,245.13
1840,448,245.13
1848,448,245.09
1856,448,245.09
1864,448,245.09
1872,448,245.09
1880,448,245.09
1888,448,245.09
1896,448,245.09
1904,448,245.09
1912,448,245.09
1920,448,245.09
1928,448,245.09
1936,448,245.09
1944,448,245.09
1952,448,245.09
1960,448,245.09
1968,448,245.09
1976,448,245.09
1984,448,245.09
1992,448,245.09
2000,448,245.09
2008,448,245.09
2016,448,245.09
2024,448,245.09
2032,448,245.09
2040,448,245.09
2048,448,245.09
2056,448,245.09
2064,448,245.09
2072,448,245.09
2080,448,245.09
2088,448,245.09
2096,448,245.09
2104,448,245.09
2112,448,245.09
2120,448,245.09
2128,448,245.13
2136,448,245.13
2144,448,245.09
2152,448,245.09
2160,448,245.09
2168,448,245.09
2176,448,245.09
2184,448,245.09
2192,448,245.09
2200,448,245.09
2208,448,245.09
2216,448,245.09
2224,448,245.09
2232,448,245.09
2240,448,245.09
2248,448,245.09
2256,448,245.09
2264,448,245.09
2272,448,245.09
2280,448,245.09
2288,448,245.09
2296,448,245.09
2304,448,245.09
2312,448,245.09
2320,448,245.09
2328,448,245.09
2336,448,245.09
2344,448,245.09
2352,448,245.09
2360,448,245.09
2368,448,245.09
2376,448,245.09
2384,448,245.09
2392,448,245.09
2400,448,245.09
2408,448,245.09
2416,448,245.09
2424,448,245.09
2432,448,245.09
2440,448,245.05
2448,448,245.05
2456,448,244.96
2464,448,244.84
2472,448,244.63
2480,448,244.39
2488,448,244.11
2496,448,243.82
2504,448,243.57
2512,448,243.41
2520,448,243.37
2528,448,243.41
2536,448,243.61
2544,448,243.90
2552,448,244.23
2560,448,244.51
2568,448,244.76
2576,448,244.88
2584,448,244.96
2592,448,245.05
2600,448,245.05
2608,448,245.05
2616,448,245.09
2624,448,245.09
2632,448,245.09
2640,448,245.09
2648,448,245.09
2656,448,245.09
2664,448,245.09
2672,448,245.09
2680,448,245.09
2688,448,245.09
2696,448,245.09
2704,448,245.09
2712,448,245.09
2720,448,245.09
2728,448,245.09
2736,448,245.09
2744,448,245.09
2752,448,245.09
2760,448,245.09
2768,448,245.09
2776,448,245.09
2784,448,245.05
2792,448,245.05
2800,448,245.05
2808,448,245.05
2816,448,245.05
2824,448,245.05
2832,448,245.05
2840,448,245.05
2848,448,245.05
2856,448,245.05
2864,448,245.05
2872,448,245.09
2880,448,245.09
2888,448,245.09
2896,448,245.09
2904,448,245.09
2912,448,245.09
2920,448,245.09
2928,448,245.09
2936,448,245.09
2944,448,245.09
2952,448,245.09
2960,448,245.09
2968,448,245.09
2976,448,245.09
2984,448,245.09
2992,448,245.09
3000,448,245.09
3008,448,245.09
3016,448,245.09
3024,448,245.09
3032,448,245.09
3040,448,245.09
3048,448,245.09
3056,448,245.09
3064,448,245.09
0,456,245.09
8,456,245.09
16,456,245.09
24,456,245.09
32,456,245.09
40,456,245.09
48,456,245.09
56,456,245.09
64,456,245.09
72,456,245.09
80,456,245.09
88,456,245.09
96,456,245.09
104,456,245.09
112,456,245.09
120,456,245.09
128,456,245.09
136,456,245.09
144,456,245.09
152,456,245.09
160,456,245.09
168,456,245.09
176,456,245.09
184,456,245.09
192,456,245.09
200,456,245.09
208,456,245.09
216,456,245.09
224,456,245.09
232,456,245.09
240,456,245.09
248,456,245.09
256,456,245.09
264,456,245.09
272,456,245.09
280,456,245.09
288,456,245.09
296,456,245.09
304,456,245.09
312,456,245.09
320,456,245.09
328,456,245.09
336,456,245.09
344,456,245.09
352,456,245.09
360,456,245.09
368,456,245.09
376,456,245.09
384,456,245.09
392,456,245.05
400,456,245.05
408,456,245.05
416,456,245.05
424,456,245.05
432,456,245.05
440,456,245.05
448,456,245.05
456,456,245.05
464,456,245.09
472,456,245.09
480,456,245.09
488,456,245.09
496,456,245.09
504,456,245.09
512,456,245.09
520,456,245.09
528,456,245.09
536,456,245.09
544,456,245.09
552,456,245.09
560,456,245.09
568,456,245.09
576,456,245.09
584,456,245.09
592,456,245.09
600,456,245.09
608,456,245.09
616,456,245.09
624,456,245.13
632,456,245.13
640,456,245.09
648,456,245.09
656,456,245.09
664,456,245.09
672,456,245.09
680,456,245.09
688,456,245.09
696,456,245.09
704,456,245.09
712,456,245.09
720,456,245.09
728,456,245.09
736,456,245.09
744,456,245.09
752,456,245.09
760,456,245.09
768,456,245.09
776,456,245.09
784,456,245.09
792,456,245.09
800,456,245.09
808,456,245.09
816,456,245.09
824,456,245.09
832,456,245.09
840,456,245.09
848,456,245.09
856,456,245.09
864,456,245.09
872,456,245.09
880,456,245.09
888,456,245.09
896,456,245.09
904,456,245.09
912,456,245.09
920,456,245.09
928,456,245.09
936,456,245.09
944,456,245.09
952,456,245.09
960,456,245.09
968,456,245.09
976,456,245.09
984,456,245.13
992,456,245.09
1000,456,245.09
1008,456,245.09
1016,456,245.09
1024,456,245.09
1032,456,245.09
1040,456,245.09
1048,456,245.09
1056,456,245.13
1064,456,245.13
1072,456,245.09
1080,456,245.09
1088,456,245.09
1096,456,245.09
1104,456,245.09
1112,456,245.09
1120,456,245.09
1128,456,245.09
1136,456,245.09
1144,456,245.09
1152,456,245.13
1160,456,245.13
1168,456,245.13
1176,456,245.13
1184,456,245.13
1192,456,245.17
1200,456,245.21
1208,456,245.25
1216,456,245.25
1224,456,245.29
1232,456,245.34
1240,456,245.34
1248,456,245.38
1256,456,245.42
1264,456,245.46
1272,456,245.50
1280,456,245.54
1288,456,245.58
1296,456,245.62
1304,456,245.67
1312,456,245.71
1320,456,245.79
1328,456,245.83
1336,456,245.87
1344,456,245.95
1352,456,246.03
1360,456,246.07
1368,456,246.16
1376,456,246.24
1384,456,246.32
1392,456,246.44
1400,456,246.52
1408,456,246.60
1416,456,246.73
1424,456,246.85
1432,456,246.97
1440,456,247.10
1448,456,247.26
1456,456,247.39
1464,456,247.51
1472,456,247.63
1480,456,247.80
1488,456,247.92
1496,456,248.08
1504,456,248.20
1512,456,248.33
1520,456,248.45
1528,456,248.57
1536,456,248.66
1544,456,248.78
1552,456,248.90
1560,456,248.99
1568,456,249.07
1576,456,249.11
1584,456,249.11
1592,456,249.03
1600,456,248.86
1608,456,248.66
1616,456,248.41
1624,456,248.12
1632,456,247.84
1640,456,247.59
1648,456,247.30
1656,456,247.06
1664,456,246.77
1672,456,246.56
1680,456,246.36
1688,456,246.16
1696,456,245.99
1704,456,245.83
1712,456,245.71
1720,456,245.62
1728,456,245.50
1736,456,245.46
1744,456,245.42
1752,456,245.34
1760,456,245.29
1768,456,245.25
1776,456,245.21
1784,456,245.21
1792,456,245.17
1800,456,245.17
1808,456,245.13
1816,456,245.13
1824,456,245.13
1832,456,245.13
1840,456,245.09
1848,456,245.13
1856,456,245.09
1864,456,245.09
1872,456,245.09
1880,456,245.09
1888,456,245.09
1896,456,245.13
1904,456,245.13
1912,456,245.13
1920,456,245.09
1928,456,245.09
1936,456,245.09
1944,456,245.09
1952,456,245.09
1960,456,245.13
1968,456,245.09
1976,456,245.09
1984,456,245.09
1992,456,245.09
2000,456,245.09
2008,456,245.09
2016,456,245.09
2024,456,245.09
2032,456,245.09
2040,456,245.09
2048,456,245.09
2056,456,245.09
2064,456,245.09
2072,456,245.09
2080,456,245.09
2088,456,245.09
2096,456,245.09
2104,456,245.09
2112,456,245.09
2120,456,245.09
2128,456,245.09
2136,456,245.09
2144,456,245.09
2152,456,245.09
2160,456,245.09
2168,456,245.09
2176,456,245.09
2184,456,245.09
2192,456,245.09
2200,456,245.09
2208,456,245.09
2216,456,245.09
2224,456,245.09
2232,456,245.09
2240,456,245.09
2248,456,245.09
2256,456,245.09
2264,456,245.09
2272,456,245.09
2280,456,245.09
2288,456,245.09
2296,456,245.09
2304,456,245.09
2312,456,245.09
2320,456,245.09
2328,456,245.09
2336,456,245.09
2344,456,245.09
2352,456,245.09
2360,456,245.09
2368,456,245.09
2376,456,245.09
2384,456,245.09
2392,456,245.09
2400,456,245.09
2408,456,245.09
2416,456,245.09
2424,456,245.09
2432,456,245.09
2440,456,245.05
2448,456,245.05
2456,456,244.96
2464,456,244.84
2472,456,244.63
2480,456,244.35
2488,456,243.98
2496,456,243.70
2504,456,243.41
2512,456,243.24
2520,456,243.20
2528,456,243.24
2536,456,243.49
2544,456,243.78
2552,456,244.15
2560,456,244.47
2568,456,244.72
2576,456,244.88
2584,456,244.96
2592,456,245.05
2600,456,245.05
2608,456,245.05
2616,456,245.09
2624,456,245.09
2632,456,245.09
2640,456,245.09
2648,456,245.09
2656,456,245.09
2664,456,245.09
2672,456,245.09
2680,456,245.09
2688,456,245.09
2696,456,245.09
2704,456,245.09
2712,456,245.09
2720,456,245.09
2728,456,245.09
2736,456,245.09
2744,456,245.09
2752,456,245.09
2760,456,245.09
2768,456,245.09
2776,456,245.09
2784,456,245.09
2792,456,245.09
2800,456,245.09
2808,456,245.09
2816,456,245.09
2824,456,245.05
2832,456,245.05
2840,456,245.05
2848,456,245.05
2856,456,245.09
2864,456,245.09
2872,456,245.09
2880,456,245.09
2888,456,245.09
2896,456,245.09
2904,456,245.09
2912,456,245.09
2920,456,245.09
2928,456,245.09
2936,456,245.09
2944,456,245.09
2952,456,245.09
2960,456,245.09
2968,456,245.09
2976,456,245.09
2984,456,245.09
2992,456,245.09
3000,456,245.09
3008,456,245.09
3016,456,245.09
3024,456,245.09
3032,456,245.09
3040,456,245.09
3048,456,245.09
3056,456,245.09
3064,456,245.09
0,464,245.09
8,464,245.09
16,464,245.09
24,464,245.09
32,464,245.09
40,464,245.09
48,464,245.09
56,464,245.09
64,464,245.09
72,464,245.09
80,464,245.09
88,464,245.09
96,464,245.09
104,464,245.09
112,464,245.09
120,464,245.09
128,464,245.09
136,464,245.09
144,464,245.09
152,464,245.09
160,464,245.09
168,464,245.09
176,464,245.09
184,464,245.09
192,464,245.09
200,464,245.09
208,464,245.09
216,464,245.09
224,464,245.09
232,464,245.09
240,464,245.09
248,464,245.09
256,464,245.09
264,464,245.09
272,464,245.09
280,464,245.09
288,464,245.09
296,464,245.09
304,464,245.09
312,464,245.09
320,464,245.09
328,464,245.09
336,464,245.09
344,464,245.09
352,464,245.09
360,464,245.09
368,464,245.09
376,464,245.09
384,464,245.09
392,464,245.09
400,464,245.09
408,464,245.09
416,464,245.09
424,464,245.09
432,464,245.09
440,464,245.09
448,464,245.09
456,464,245.09
464,464,245.09
472,464,245.09
480,464,245.09
488,464,245.09
496,464,245.09
504,464,245.09
512,464,245.09
520,464,245.09
528,464,245.09
536,464,245.09
544,464,245.09
552,464,245.09
560,464,245.09
568,464,245.09
576,464,245.09
584,464,245.09
592,464,245.09
600,464,245.09
608,464,245.09
616,464,245.09
624,464,245.09
632,464,245.09
640,464,245.09
648,464,245.09
656,464,245.09
664,464,245.09
672,464,245.09
680,464,245.09
688,464,245.09
696,464,245.09
704,464,245.09
712,464,245.09
720,464,245.09
728,464,245.09
736,464,245.09
744,464,245.09
752,464,245.09
760,464,245.09
768,464,245.09
776,464,245.09
784,464,245.09
792,464,245.09
800,464,245.09
808,464,245.09
816,464,245.09
824,464,245.13
832,464,245.13
840,464,245.09
848,464,245.09
856,464,245.09
864,464,245.09
872,464,245.09
880,464,245.09
888,464,245.09
896,464,245.09
904,464,245.09
912,464,245.09
920,464,245.09
928,464,245.09
936,464,245.09
944,464,245.09
952,464,245.09
960,464,245.09
968,464,245.09
976,464,245.09
984,464,245.09
992,464,245.09
1000,464,245.09
1008,464,245.09
1016,464,245.09
1024,464,245.09
1032,464,245.09
1040,464,245.09
1048,464,245.13
1056,464,245.17
1064,464,245.13
1072,464,245.09
1080,464,245.09
1088,464,245.09
1096,464,245.09
1104,464,245.09
1112,464,245.09
1120,464,245.09
1128,464,245.09
1136,464,245.09
1144,464,245.09
1152,464,245.09
1160,464,245.09
1168,464,245.09
1176,464,245.09
1184,464,245.13
1192,464,245.13
1200,464,245.17
1208,464,245.21
1216,464,245.21
1224,464,245.21
1232,464,245.25
1240,464,245.29
1248,464,245.29
1256,464,245.34
1264,464,245.34
1272,464,245.38
1280,464,245.42
1288,464,245.42
1296,464,245.46
1304,464,245.50
1312,464,245.54
1320,464,245.62
1328,464,245.67
1336,464,245.71
1344,464,245.75
1352,464,245.79
1360,464,245.87
1368,464,245.95
1376,464,245.99
1384,464,246.07
1392,464,246.16
1400,464,246.24
1408,464,246.32
1416,464,246.44
1424,464,246.52
1432,464,246.60
1440,464,246.73
1448,464,246.85
1456,464,246.97
1464,464,247.10
1472,464,247.22
1480,464,247.35
1488,464,247.47
1496,464,247.59
1504,464,247.68
1512,464,247.84
1520,464,247.92
1528,464,248.04
1536,464,248.12
1544,464,248.20
1552,464,248.33
1560,464,248.41
1568,464,248.45
1576,464,248.49
1584,464,248.45
1592,464,248.41
1600,464,248.29
1608,464,248.12
1616,464,247.92
1624,464,247.68
1632,464,247.43
1640,464,247.22
1648,464,247.02
1656,464,246.77
1664,464,246.56
1672,464,246.36
1680,464,246.20
1688,464,246.03
1696,464,245.87
1704,464,245.75
1712,464,245.62
1720,464,245.54
1728,464,245.46
1736,464,245.42
1744,464,245.38
1752,464,245.29
1760,464,245.25
1768,464,245.21
1776,464,245.21
1784,464,245.17
1792,464,245.17
1800,464,245.13
1808,464,245.13
1816,464,245.13
1824,464,245.13
1832,464,245.09
1840,464,245.09
1848,464,245.09
1856,464,245.09
1864,464,245.09
1872,464,245.09
1880,464,245.09
1888,464,245.09
1896,464,245.09
1904,464,245.13
1912,464,245.13
1920,464,245.09
1928,464,245.09
1936,464,245.09
1944,464,245.09
1952,464,245.09
1960,464,245.09
1968,464,245.09
1976,464,245.09
1984,464,245.09
1992,464,245.09
2000,464,245.09
2008,464,245.09
2016,464,245.09
2024,464,245.09
2032,464,245.09
2040,464,245.09
2048,464,245.09
2056,464,245.09
2064,464,245.09
2072,464,245.09
2080,464,245.09
2088,464,245.09
2096,464,245.09
2104,464,245.09
2112,464,245.09
2120,464,245.09
2128,464,245.09
2136,464,245.09
2144,464,245.09
2152,464,245.09
2160,464,245.09
2168,464,245.09
2176,464,245.09
2184,464,245.09
2192,464,245.09
2200,464,245.09
2208,464,245.09
2216,464,245.09
2224,464,245.09
2232,464,245.09
2240,464,245.09
2248,464,245.09
2256,464,245.09
2264,464,245.09
2272,464,245.09
2280,464,245.09
2288,464,245.09
2296,464,245.09
2304,464,245.09
2312,464,245.09
2320,464,245.09
2328,464,245.09
2336,464,245.09
2344,464,245.09
2352,464,245.09
2360,464,245.09
2368,464,245.09
2376,464,245.09
2384,464,245.09
2392,464,245.09
2400,464,245.09
2408,464,245.09
2416,464,245.09
2424,464,245.09
2432,464,245.09
2440,464,245.05
2448,464,245.05
2456,464,244.96
2464,464,244.84
2472,464,244.63
2480,464,244.35
2488,464,244.02
2496,464,243.70
2504,464,243.41
2512,464,243.24
2520,464,243.16
2528,464,243.24
2536,464,243.45
2544,464,243.82
2552,464,244.15
2560,464,244.51
2568,464,244.76
2576,464,244.88
2584,464,244.96
2592,464,245.05
2600,464,245.05
2608,464,245.05
2616,464,245.09
2624,464,245.09
2632,464,245.09
2640,464,245.09
2648,464,245.09
2656,464,245.09
2664,464,245.09
2672,464,245.09
2680,464,245.09
2688,464,245.09
2696,464,245.09
2704,464,245.09
2712,464,245.09
2720,464,245.09
2728,464,245.09
2736,464,245.09
2744,464,245.09
2752,464,245.09
2760,464,245.09
2768,464,245.09
2776,464,245.09
2784,464,245.09
2792,464,245.09
2800,464,245.09
2808,464,245.13
2816,464,245.17
2824,464,245.09
2832,464,245.09
2840,464,245.09
2848,464,245.09
2856,464,245.09
2864,464,245.09
2872,464,245.09
2880,464,245.09
2888,464,245.09
2896,464,245.09
2904,464,245.09
2912,464,245.09
2920,464,245.09
2928,464,245.09
2936,464,245.09
2944,464,245.09
2952,464,245.09
2960,464,245.09
2968,464,245.09
2976,464,245.09
2984,464,245.09
2992,464,245.09
3000,464,245.09
3008,464,245.09
3016,464,245.09
3024,464,245.09
3032,464,245.09
3040,464,245.09
3048,464,245.09
3056,464,245.09
3064,464,245.09
0,472,245.09
8,472,245.09
16,472,245.13
24,472,245.13
32,472,245.09
40,472,245.09
48,472,245.09
56,472,245.09
64,472,245.09
72,472,245.09
80,472,245.09
88,472,245.09
96,472,245.09
104,472,245.09
112,472,245.09
120,472,245.09
128,472,245.09
136,472,245.09
144,472,245.09
152,472,245.09
160,472,245.09
168,472,245.09
176,472,245.09
184,472,245.09
192,472,245.09
200,472,245.09
208,472,245.09
216,472,245.09
224,472,245.09
232,472,245.09
240,472,245.09
248,472,245.09
256,472,245.09
264,472,245.09
272,472,245.09
280,472,245.09
288,472,245.09
296,472,245.09
304,472,245.09
312,472,245.09
320,472,245.09
328,472,245.09
336,472,245.09
344,472,245.09
352,472,245.09
360,472,245.09
368,472,245.09
376,472,245.09
384,472,245.09
392,472,245.09
400,472,245.09
408,472,245.09
416,472,245.09
424,472,245.09
432,472,245.09
440,472,245.09
448,472,245.09
456,472,245.09
464,472,245.09
472,472,245.09
480,472,245.09
488,472,245.09
496,472,245.09
504,472,245.09
512,472,245.09
520,472,245.09
528,472,245.09
536,472,245.09
544,472,245.09
552,472,245.09
560,472,245.09
568,472,245.09
576,472,245.09
584,472,245.09
592,472,245.09
600,472,245.09
608,472,245.13
616,472,245.09
624,472,245.09
632,472,245.09
640,472,245.09
648,472,245.09
656,472,245.09
664,472,245.09
672,472,245.09
680,472,245.09
688,472,245.09
696,472,245.13
704,472,245.09
712,472,245.09
720,472,245.09
728,472,245.09
736,472,245.09
744,472,245.09
752,472,245.09
760,472,245.09
768,472,245.09
776,472,245.09
